lnY,lnK,lnL,trend,dummy_60_to_61,dummy_65,dummy_66_to_69,dummy_71_to_73,dummy_80_to_96,dummy_82_to_83,dummy_91,dummy_97_to_98,dummy_04_to_06,dummy_08_to_09,intercept
28.87147666868113,16.504168539541514,18.670620076110698,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.89421615548309,16.537152899319267,18.664503720886263,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.953428014977856,16.57295886538576,18.688697464685244,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.996487504667343,16.610436010124733,18.71057277624303,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.05286783817271,16.650116461371244,18.734587496852143,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.114903228839623,16.692038486279785,18.76454537905617,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.17787802832332,16.734955131637026,18.78463589761677,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.20257064077437,16.773725059537224,18.792926633680462,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.24945422672557,16.81200194331998,18.807878685341183,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.27998343155096,16.848547768435882,18.8326143334535,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.276508127044828,16.87911734454212,18.826405458359897,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.30891375066084,16.909221447876863,18.82827791759266,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.36016666404147,16.942504312341175,18.86067074941592,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.41509054084296,16.978101450925497,18.89603095975968,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.40966561351947,17.00744888437028,18.899635025083267,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.40760850710514,17.029195091365825,18.8773010094276,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.46008972683803,17.05437926653856,18.91167849357068,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.505296963547213,17.08431083678528,18.94942276449383,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.55917082246912,17.118842377612307,18.987955725237278,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.590339819470667,17.15391608772917,19.0153731895226,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.587771212592312,17.18223029100428,19.010320102668032,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.6128303888812,17.20902510206618,19.019077080050803,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.594637625449423,17.229984152738474,19.00538553826613,23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29.639457438738617,17.25354067562533,19.02891699022943,24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29.70932387675151,17.284402537609814,19.07874332866058,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.750175544048293,17.316866347755575,19.098416437273382,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.784215548366145,17.348238298183684,19.116094491407782,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.818224445114804,17.377859995377772,19.147155807071325,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.859145575014207,17.406327798901497,19.16830167219216,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.89521332831526,17.434060998350645,19.194569211507098,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.91389666874518,17.45896985804041,19.1988495348536,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.912814267563476,17.478740969754703,19.184288535875247,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29.94743278516292,17.499213235663376,19.190290804549765,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.974578471765387,17.520834261232206,19.208383275868947,34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.01407640804321,17.54411088859048,19.237446799816222,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.040564231321746,17.568131840940755,19.25224351879357,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.077595300848497,17.59419387810516,19.267157410109007,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.12047993592616,17.621665985867118,19.291033122117337,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.1643196054858,17.65162742165422,19.30509174234656,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.21075623556851,17.683119541927564,19.318743340614887,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.25119800768952,17.71481826553861,19.340102351914965,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.26113432289828,17.742122939001053,19.328883682824355,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.27840161870181,17.765326950708335,19.322841196797253,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.30660995680472,17.789268157197256,19.32640915923628,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.343896501721684,17.815046807758883,19.33847001725225,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.3784248903972,17.842369826019166,19.35388074964485,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.406576924135564,17.868604075303843,19.37384671743373,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.42516849557848,17.89161117351617,19.384442013481284,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.42379590682912,17.909551940898844,19.374719663037745,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30.39810174290781,17.918331890634967,19.32215942705169,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30.42342171373374,17.92728034854449,19.322552949872776,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.438809105768023,17.937351084265412,19.331708110187503,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.461053603661483,17.94964669600758,19.352372021102685,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.47930432917217,17.962335736095344,19.36144612905572,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.504255311483696,17.97633257288068,19.37894242131376,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.534544894476795,17.99078690943281,19.396635456421954,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.551515690822445,18.004772192431016,19.411161467816523,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.574574341964887,18.019347647314653,19.42364041725845,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.604099646597533,18.035126374943147,19.441569668189764,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.625478141519583,18.050472696402476,19.450104440910145,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
